
Execution time: 408721ms
Average execution time: 0.0408721ms

Two way tied games: 349069
Three way tied games: 8910
Four way tied games: 117
Five way tied games: 0
Six way tied games: 0

Weather Scores
--------------
0,24619433
15,15380567

Music Scores
------------
0,27531807
15,12468193

Speed Scores
------------
0,12465570
10,14759576
15,11849770
25,925084

Legal Substance Scores
----------------------
0,1092607
1,4846352
2,6014975
3,2191846
5,2615763
6,6110254
7,3100910
8,594829
9,1596052
10,2717022
11,2787121
12,785242
13,850860
14,810073
15,1542517
16,1195647
17,114276
18,517636
19,283974
20,157614
21,36008
23,36647
25,1775

Water Scores
------------
0,6083720
2,9953344
3,3517456
4,7111622
5,5950057
6,2992360
7,2322025
8,1394972
9,385382
10,205024
11,38557
12,29021
13,13620
14,737
15,1473
16,346
17,128
18,126
19,10
20,6
21,5
23,4
24,2
25,2
26,1

Sun Scores
----------
0,3519592
1,1237728
2,565
3,4914789
4,13435
5,12354431
6,186901
8,1395974
10,9922260
15,1754895

Boat Scores
-----------
0,14431986
5,12104272
10,13463742

Trash Scores
------------
0,2916416
3,8502328
6,11844920
9,9797382
12,5036746
15,1587039
18,288048
21,26165
24,950
27,6

Total Scores
------------
0,43521
1,55282
2,68947
3,85568
4,104634
5,125459
6,149981
7,178264
8,208184
9,242419
10,279815
11,322882
12,366619
13,412255
14,463861
15,520291
16,576797
17,636091
18,694994
19,759607
20,822777
21,877334
22,941234
23,993474
24,1049330
25,1097406
26,1122073
27,1167142
28,1190225
29,1209179
30,1217904
31,1206452
32,1218453
33,1203982
34,1182770
35,1157466
36,1118155
37,1108002
38,1061734
39,1011770
40,979067
41,930118
42,894660
43,834632
44,785187
45,744068
46,686928
47,645535
48,588088
49,543258
50,499423
51,448162
52,409876
53,367051
54,329341
55,291276
56,252529
57,226246
58,194473
59,167336
60,143870
61,121023
62,103306
63,85197
64,71464
65,59030
66,46619
67,37679
68,30378
69,24089
70,18542
71,14133
72,11272
73,8252
74,6221
75,4921
76,3639
77,2727
78,1906
79,1420
80,1065
81,747
82,584
83,384
84,270
85,195
86,109
87,80
88,40
89,36
90,21
91,12
92,5
93,3
94,1
95,2

Winning Strategy
----------------
0,811321
1,1839903
2,1696443
3,1754242
4,1196392
5,2701699

