
Execution time: 303901ms
Average execution time: 0.0303901ms

Two way tied games: 265331
Three way tied games: 3991
Four way tied games: 0
Five way tied games: 0
Six way tied games: 0

Weather Scores
--------------
0,18664013
15,11335987

Music Scores
------------
0,17744815
15,12255185

Speed Scores
------------
0,6099570
10,11405966
15,10254021
25,2240443

Legal Substance Scores
----------------------
0,2227836
1,6957643
2,5629194
3,1213003
5,2255866
6,3903551
7,1084683
8,732483
9,2346198
10,1163052
11,231742
13,1728366
14,331957
16,169690
17,24736

Water Scores
------------
0,4369007
2,7498917
3,2846974
4,5173246
5,4651841
6,2169118
7,1716281
8,1099597
9,293077
10,139442
11,21196
12,15988
13,4888
14,100
15,281
16,24
17,23

Sun Scores
----------
0,2118245
1,892520
2,175
3,3898738
4,7119
5,8898443
6,122428
8,1060007
10,8064512
15,1466470

Boat Scores
-----------
0,10248470
5,9751530
10,10000000

Trash Scores
------------
0,1809532
3,6033753
6,9032151
9,7753827
12,3968457
15,1189825
18,196300
21,15726
24,428
27,1

Total Scores
------------
0,26379
1,32937
2,40913
3,51791
4,62741
5,74505
6,90284
7,107960
8,127266
9,147116
10,170598
11,198610
12,229439
13,259891
14,294293
15,331389
16,377458
17,423400
18,458545
19,507733
20,562921
21,608562
22,649090
23,683966
24,740420
25,785843
26,794317
27,834583
28,856052
29,885535
30,894604
31,871140
32,899186
33,899398
34,893333
35,866627
36,834374
37,855262
38,823616
39,783393
40,755724
41,727770
42,722118
43,669060
44,629984
45,606561
46,569904
47,542935
48,493978
49,458781
50,432663
51,395201
52,364174
53,324397
54,296400
55,267462
56,237478
57,211107
58,184457
59,160930
60,142143
61,119973
62,102060
63,86157
64,73780
65,61764
66,48685
67,41436
68,34268
69,27314
70,21826
71,17439
72,14170
73,11003
74,8581
75,6671
76,4996
77,3791
78,2907
79,2260
80,1533
81,998
82,769
83,520
84,314
85,201
86,140
87,71
88,43
89,22
90,19
91,8
92,5
93,3
94,1

Winning Strategy
----------------
0,642936
1,2041401
2,1557046
3,2112951
4,834340
5,2811326

