
Execution time: 643304ms
Average execution time: 0.0643304ms

Two way tied games: 449459
Three way tied games: 18387
Four way tied games: 573
Five way tied games: 14
Six way tied games: 0

Weather Scores
--------------
0,44070522
15,15929478

Music Scores
------------
0,47319994
15,12680006

Speed Scores
------------
0,26708112
10,20436855
15,12692133
25,162900

Legal Substance Scores
----------------------
0,260086
1,1772536
2,3517730
3,2090007
5,1770506
6,6451493
7,5295792
8,891210
9,3224840
10,5557398
11,5048076
12,1617134
13,4047384
14,4372243
15,1617167
16,2637677
17,2766493
18,2267771
19,970022
20,1237571
21,1254642
22,416345
23,298494
24,310815
25,159083
26,77786
27,47090
28,14233
29,6102
30,2149
31,123
32,2

Water Scores
------------
0,11185014
2,16488961
3,4870343
4,10974353
5,7509857
6,3996855
7,2865253
8,1470611
9,378432
10,190604
11,32027
12,24537
13,10816
14,550
15,1229
16,310
17,102
18,118
19,11
20,7
21,6
23,3
25,1

Sun Scores
----------
0,10931269
1,852424
2,237
3,4673852
4,6503
5,23640399
6,102501
8,923394
10,12080133
15,1416922

Boat Scores
-----------
0,22975052
5,16997674
10,20027274

Trash Scores
------------
0,3251542
3,10312372
6,16173853
9,15646470
12,9757820
15,3846463
18,897716
21,107675
24,5897
27,189
30,3

Total Scores
------------
0,90903
1,116341
2,148589
3,185114
4,226800
5,276496
6,331505
7,394117
8,458011
9,536374
10,618098
11,699881
12,795645
13,882536
14,984861
15,1083890
16,1176655
17,1283794
18,1371276
19,1472925
20,1566970
21,1631759
22,1724293
23,1782207
24,1845588
25,1889677
26,1905539
27,1952066
28,1942892
29,1937166
30,1923697
31,1871992
32,1850793
33,1774254
34,1712972
35,1647416
36,1548824
37,1488465
38,1385772
39,1297143
40,1221441
41,1117110
42,1050798
43,953369
44,877731
45,809478
46,723033
47,668593
48,592211
49,534499
50,481331
51,416989
52,379846
53,324386
54,289672
55,250911
56,211436
57,187284
58,153726
59,131127
60,110033
61,89016
62,76176
63,59229
64,49569
65,39558
66,30222
67,24796
68,18605
69,14422
70,11071
71,8049
72,6183
73,4296
74,3147
75,2359
76,1565
77,1088
78,730
79,565
80,334
81,213
82,147
83,77
84,60
85,47
86,28
87,11
88,7
89,6
90,3
91,2
92,1
93,2

Winning Strategy
----------------
0,925739
1,1800632
2,1886105
3,1576696
4,1259153
5,2551675
